id,name,nameES,categoriaId,medidaId
2709715,Sweet potato tots,Crujientes de boniato,20,1
2707648,"Bread, sweet potato","Pan, boniato",20,1
2708012,"Pie, sweet potato",Tarta de boniato,20,1
169043,"Babyfood, juice, orange-carrot","Comida para bebés, zumo, naranja y zanahoria",20,1
2710071,"Beets, pickled",Remolacha en escabeche,20,1
2709682,Beet juice,Zumo de remolacha,20,1
2685576,"Beets, raw","Remolacha, cruda",20,1
2710002,"Turnip, cooked","Nabo, cocido",20,1
2710102,"Turnip, pickled",Nabo en escabeche,20,1
2709803,Radish,Rábano,20,1
2710099,"Radishes, pickled",Rábanos en escabeche,20,1
169276,"Radishes, raw","Rábanos, crudos",20,1
2709787,"Jicama, raw","Jícama, cruda",20,1
170073,"Yambean (jicama), raw","Yambean (jícama), cruda",20,1
169358,"Yambean (jicama), cooked, boiled, drained, with salt","Yambean (jícama), cocido, escurrido, con sal",20,1
2709569,Taro chips,Chips de taro,20,1
2709567,"Taro, cooked","Taro, cocido",20,1
169308,"Taro, raw","Taro, crudo",20,1
170071,"Yam, raw","Ñame, crudo",20,1
168432,"Mountain yam, hawaii, raw","Ñame de montaña, Hawái, crudo",20,1
168552,"Mountain yam, hawaii, cooked, steamed, with salt","Ñame de montaña, de Hawái, cocido al vapor, con sal",20,1
170400,"Celeriac, raw","Apio nabo, crudo",20,1
169341,"Celeriac, cooked, boiled, drained, with salt","Apio nabo, cocido, escurrido y con sal",20,1
169987,"Celeriac, cooked, boiled, drained, without salt","Apio nabo, cocido, escurrido, sin sal",20,1
2709955,"Parsnips, cooked","Chirivías, cocidas",20,1
170417,"Parsnips, raw","Chirivías, crudas",20,1
2747659,"Parsnips, raw","Chirivías, crudas",20,1
2709980,"Rutabaga, cooked","Colinabo, cocido",20,1
2709804,"Rutabaga, raw","Colinabo, crudo",20,1
168454,"Rutabagas, raw","Colinabos, crudos",20,1
2709565,Yuca fries,Patatas fritas de yuca,20,1
321360,"Tomatoes, grape, raw","Tomates, en racimo, crudos",20,1
2707851,"Bread, zucchini","Pan, calabacín",20,1
2707844,"Muffin, zucchini",Magdalena de calabacín,20,1
2710104,"Zucchini, pickled",Calabacín en escabeche,20,1
2258590,"Peppers, bell, red, raw","Pimientos morrones, rojos, crudos",20,1
2258588,"Peppers, bell, green, raw","Pimientos, morrones, verdes, crudos",20,1
2258589,"Peppers, bell, yellow, raw","Pimientos morrones, amarillos, crudos",20,1
169395,"Peppers, serrano, raw","Pimientos serranos, crudos",20,1
2747663,"Peppers, serrano, seeded, raw","Pimientos serranos, sin semillas, crudos",20,1
2709978,"Peppers, hot, cooked","Pimientos picantes, cocinados",20,1
2747662,"Peppers, poblano, seeded, raw","Pimientos poblanos, sin semillas, crudos",20,1
2709798,"Peppers, hot, raw","Pimientos picantes, crudos",20,1
168566,"Tomatillos, raw","Tomatillos, crudos",20,1
2727582,"Tomatillos, dehusked, raw","Tomatillos, pelados, crudos",20,1
2709743,"Salsa verde or salsa, green",Salsa verde o simplemente «salsa»,20,1
2710001,"Spaghetti squash, cooked","Calabaza espagueti, cocida",20,1
169298,"Squash, winter, spaghetti, raw","Calabaza de invierno, tipo espagueti, cruda",20,1
2727579,"Squash, spaghetti, peeled, seeded, raw","Calabaza, espagueti, pelada, sin semillas, cruda",20,1
168472,"Squash, winter, acorn, raw","Calabaza, de invierno, bellota, cruda",20,1
2685571,"Squash, winter, acorn, raw","Calabaza, de invierno, bellota, cruda",20,1
170128,"Squash, winter, acorn, cooked, baked, with salt","Calabaza, de invierno, bellota, cocida, al horno, con sal",20,1
170010,"Peas, edible-podded, raw","Guisantes, de vaina comestible, crudos",20,1
170012,"Peas, edible-podded, frozen, unprepared","Guisantes, de vaina comestible, congelados, sin preparar",20,1
170011,"Peas, edible-podded, boiled, drained, without salt","Guisantes, de vaina comestible, hervidos, escurridos, sin sal",20,1
2710040,Green bean casserole,Cazuela de judías verdes,20,1
2709769,"Green beans, raw","Judías verdes, crudas",20,1
2709869,Fried green beans,Judías verdes fritas,20,1
2710504,Corn beverage,Bebida de maíz,20,1
2710183,Corn oil,Aceite de maíz,20,1
2708195,Corn nuts,Cacahuetes de maíz,20,1
169365,"Corn, sweet, white, frozen, kernels on cob, unprepared","Maíz dulce, blanco, congelado, en mazorca, sin preparar",20,1
168400,"Corn, sweet, yellow, frozen, kernels on cob, unprepared","Maíz dulce amarillo congelado, en mazorca, sin preparar",20,1
168544,"Corn, sweet, white, frozen, kernels cut off cob, unprepared","Maíz dulce blanco congelado, granos separados de la mazorca, sin preparar",20,1
2710208,Avocado dressing,Aderezo de aguacate,20,1
2709223,"Avocado, raw","Aguacate, crudo",20,1
173573,"Oil, avocado","Aceite, aguacate",20,1
2710054,Fried okra,Okra frita,20,1
2710087,"Okra, pickled",Okra en escabeche,20,1
169260,"Okra, raw","Okra, cruda",20,1
2710080,"Pickles, sweet",Encurtidos dulces,20,1
1104962,"Onions, white, raw","Cebollas blancas, crudas",20,1
170705,"SUBWAY, sweet onion chicken teriyaki sub on white bread with lettuce, tomato and sweet onion sauce","SUBWAY, bocadillo de pollo teriyaki con cebolla dulce en pan blanco, con lechuga, tomate y salsa de cebolla dulce",20,1
170306,"Fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce","Comida rápida, bocadillo tipo «submarino», pollo teriyaki con cebolla dulce en pan blanco con lechuga, tomate y salsa de cebolla dulce",20,1
790577,"Onions, red, raw","Cebollas rojas, crudas",20,1
2709795,"Onions, raw","Cebollas, crudas",20,1
2709476,"Potato, home fries, with vegetables","Patatas, patatas fritas caseras, con verduras",20,1
790646,"Onions, yellow, raw","Cebollas amarillas, crudas",20,1
170004,"Onions, yellow, sauteed","Cebollas amarillas, salteadas",20,1
2709794,"Onions, green, raw","Cebollas verdes, crudas",20,1
2709953,"Onions, green, cooked","Cebollas verdes, cocidas",20,1
170006,"Onions, young green, tops only","Cebollas tiernas, solo las hojas verdes",20,1
2710169,Garlic sauce,Salsa de ajo,20,1
2709932,"Garlic, cooked","Ajo, cocido",20,1
2709786,"Garlic, raw","Ajo, crudo",20,1
170005,"Onions, spring or scallions (includes tops and bulb), raw","Cebollas, cebollas tiernas o cebolletas (incluidas las hojas y el bulbo), crudas",20,1
2727585,"Green onion, (scallion), bulb and greens, root removed, raw","Cebolleta (cebolla verde), bulbo y hojas, sin raíz, cruda",20,1
2709935,Leeks,Puerros,20,1
169246,"Leeks, (bulb and lower leaf-portion), raw","Puerros (bulbo y parte inferior de las hojas), crudos",20,1
2727584,"Leeks, bulb and greens, root removed, raw","Puerros, bulbo y hojas, sin raíz, crudos",20,1
170499,"Shallots, raw","Cebollas de chalota, crudas",20,1
170082,"Shallots, freeze-dried","Cebollas de chalota, liofilizadas",20,1
2727586,"Shallots, bulb, peeled, root removed, raw","Cebollas de chalota, bulbo, peladas, sin raíz, crudas",20,1
170008,"Onions, sweet, raw","Cebollas dulces, crudas",20,1
169397,"Pickles, chowchow, with cauliflower onion mustard, sweet","Encurtidos, chow-chow, con coliflor, cebolla y mostaza, dulces",20,1
1999629,"Mushrooms, white button",Champiñones blancos,20,1
169243,"Mushrooms, portabella, grilled","Setas, portobello, a la parrilla",20,1
1999628,"Mushrooms, shiitake","Setas, shiitake",20,1
168436,"Mushrooms, shiitake, dried","Setas, shiitake, secas",20,1
169242,"Mushrooms, shiitake, raw","Setas, shiitake, crudas",20,1
2710053,Fried mushrooms,Setas fritas,20,1
2003603,"Mushroom, beech","Seta, haya",20,1
2003601,"Mushroom, crimini","Seta, crimini",20,1
2003600,"Mushroom, enoki","Seta, enoki",20,1
169382,"Mushrooms, enoki, raw","Setas, enoki, crudas",20,1
2003602,"Mushroom, maitake","Seta, maitake",20,1
169403,"Mushrooms, maitake, raw","Setas, maitake, crudas",20,1
168422,"Mushrooms, Chanterelle, raw","Setas, rebozuelos, crudas",20,1
1999627,"Mushroom, oyster","Seta, seta de cardo",20,1
2003599,"Mushroom, king oyster","Seta, seta de ostra gigante",20,1
168580,"Mushrooms, oyster, raw","Setas, de ostra, crudas",20,1
168423,"Mushrooms, morel, raw","Setas, colmenillas, crudas",20,1
2709778,"Celery, raw","Apio, crudo",20,1
2709811,Celery juice,Zumo de apio,20,1
2709906,"Celery, cooked","Apio, cocido",20,1
2710823,"Asparagus, green, raw","Espárragos verdes, crudos",20,1
2709766,Artichoke,Alcachofa,20,1
2705782,Artichoke dip,Salsa de alcachofas,20,1
2710039,"Artichokes, stuffed",Alcachofas rellenas,20,1
2709907,"Fennel bulb, cooked","Bulbo de hinojo, cocido",20,1
2709779,"Fennel bulb, raw","Bulbo de hinojo, crudo",20,1
2747655,"Fennel, bulb, raw","Hinojo, bulbo, crudo",20,1
168569,"Hearts of palm, canned","Corazones de palma, en conserva",20,1
167714,"Hearts of palm, raw","Corazones de palma, crudos",20,1
2709954,"Palm hearts, cooked","Corazones de palma, cocidos",20,1
2709895,"Cactus, cooked, no added fat","Cactus, cocido, sin grasas añadidas",20,1
2709896,"Cactus, cooked, fat added","Cactus, cocido, con grasa añadida",20,1
2709847,"Bamboo shoots, cooked","Brotes de bambú, cocidos",20,1
169210,"Bamboo shoots, raw","Brotes de bambú, crudos",20,1
169212,"Bamboo shoots, canned, drained solids","Brotes de bambú, en conserva, sólidos escurridos",20,1
2707436,"Edamame, cooked","Edamame, cocido",20,1
168411,"Edamame, frozen, prepared","Edamame, congelado, preparado",20,1
2758981,"Edamame, frozen, prepared","Edamame, congelado, preparado",20,1
169981,"Cardoon, raw","Cardo, crudo",20,1
169338,"Cardoon, cooked, boiled, drained, with salt","Cardo, cocido, escurrido, con sal",20,1
169982,"Cardoon, cooked, boiled, drained, without salt","Cardo, cocido, escurrido, sin sal",20,1
170402,"Chayote, fruit, raw","Chayote, fruta, cruda",20,1
169344,"Chayote, fruit, cooked, boiled, drained, with salt","Chayote, fruta, cocido, hervido, escurrido, con sal",20,1
170403,"Chayote, fruit, cooked, boiled, drained, without salt","Chayote, fruta, cocido, hervido, escurrido, sin sal",20,1